,index,player,x,y,endx,endy,team,outcome,minute,beginning,end,progressive
4348,6422,Gavi,73.5,14.3,77.7,3.7,65,Successful,49,53.129464518287776,55.740290634333796,False
4349,6423,Óscar Mingueza,77.7,3.7,81.0,8.9,65,Successful,49,55.740290634333796,49.88196066715903,False
4350,6424,Gavi,81.0,8.9,78.7,29.7,65,Successful,49,49.88196066715903,42.56500910372274,False
4351,6425,Óscar Mingueza,80.6,32.8,85.2,38.9,65,Unsuccessful,49,40.05246559202068,34.81738071710736,False
4352,6426,Eric García,74.0,42.8,81.2,92.6,65,Successful,49,46.08513860237376,65.36206851071957,False
4353,6427,Memphis Depay,85.6,85.7,92.4,81.7,65,Successful,49,57.200087412520624,50.00649957755492,False
4354,6428,Sergiño Dest,95.0,82.0,97.2,59.3,65,Unsuccessful,49,48.877397639399746,29.87189314389029,True
4355,6433,Philippe Coutinho,74.7,31.2,79.6,31.0,65,Successful,49,46.146830877103575,41.390337036559636,False
4356,6434,Luuk de Jong,83.7,30.7,85.9,44.0,65,Unsuccessful,50,37.472389835717706,34.333802585789996,False
4357,6436,Sergio Busquets,54.7,39.0,62.0,93.8,65,Successful,50,65.3076565189718,79.11030274243677,False
4358,6438,Eric García,46.4,70.3,56.9,83.0,65,Successful,50,79.59302733280096,76.35843109965003,False
4359,6439,Sergiño Dest,61.0,74.1,58.7,68.8,65,Successful,50,68.14550608807598,67.72835447580282,False
4360,6440,Philippe Coutinho,58.7,68.8,58.0,75.9,65,Successful,50,67.72835447580282,71.64363195706929,False
4361,6441,Nico González,58.6,76.4,63.6,73.3,65,Successful,51,71.37870830997154,65.49694649371068,False
4362,6442,Philippe Coutinho,63.4,74.5,63.4,93.9,65,Successful,51,66.285820504841,78.15862076572232,False
4363,6443,Sergiño Dest,62.0,95.1,54.4,88.7,65,Successful,51,80.00006249997558,81.70097918629861,False
4364,6444,Nico González,53.5,80.3,41.2,72.1,65,Successful,51,77.75821500008858,85.08730810173748,False
4365,6445,Eric García,41.2,69.7,53.6,22.8,65,Successful,51,84.21122253001674,68.59154466842105,False
4366,6446,Óscar Mingueza,53.8,26.7,37.8,38.9,65,Successful,51,67.52281096044507,82.2073597678456,False
4367,6447,Gerard Piqué,37.8,38.9,38.5,70.3,65,Successful,51,82.2073597678456,86.95021564090568,False
4368,6448,Eric García,46.9,76.4,65.8,59.7,65,Successful,51,81.66131274967357,57.66914252873889,True
4369,6449,Memphis Depay,72.6,70.0,75.4,65.4,65,Successful,51,56.09598916143649,51.325627127196405,False
4370,6450,Luuk de Jong,73.8,59.0,74.5,45.7,65,Unsuccessful,51,49.95437918741459,45.85564305513554,False
4371,6456,Philippe Coutinho,53.6,43.0,53.2,29.8,65,Successful,51,66.46773653435177,67.574255452798,False
4372,6457,Gavi,56.2,13.8,51.4,11.9,65,Successful,51,68.97013846586071,74.13211180048765,False
4373,6458,Óscar Mingueza,51.4,11.9,55.3,33.1,65,Successful,51,74.13211180048765,65.06688866082348,False
4374,6459,Sergio Busquets,55.9,33.7,60.0,90.6,65,Successful,51,64.4088503235386,78.48796086024913,False
4375,6460,Sergiño Dest,69.6,82.9,65.8,74.7,65,Unsuccessful,51,66.18587462593511,64.35627397542527,False
4376,6461,Nico González,55.1,93.9,55.1,80.2,65,Successful,52,84.36361775078166,76.34166621184005,False
4377,6462,Sergio Busquets,56.2,79.6,96.1,98.7,65,Successful,52,75.09061192985445,63.3790186102625,False
4378,6468,Eric García,45.7,55.7,53.2,50.7,65,Unsuccessful,52,75.94063470896197,67.65153361158931,False
4379,6470,Gerard Piqué,36.5,36.4,40.6,22.2,65,Successful,52,83.5775687610019,81.37075641776966,False
4380,6471,Óscar Mingueza,41.1,25.6,37.0,35.2,65,Successful,52,80.20330417133698,83.13867932557024,False
4381,6472,Gerard Piqué,36.9,37.3,43.9,46.0,65,Successful,52,83.1438512458979,76.33616443075981,False
4382,6473,Sergio Busquets,43.9,46.0,38.4,68.2,65,Successful,52,76.33616443075981,86.33539251083532,False
4383,6474,Eric García,39.9,88.3,43.6,97.1,65,Successful,52,93.53555473722278,95.38013419994753,False
4384,6475,Sergiño Dest,43.6,97.1,39.8,88.6,65,Successful,52,95.38013419994753,93.77632963600144,False
4385,6476,Eric García,37.5,83.3,42.4,65.4,65,Successful,53,93.17263546771659,81.65120942153888,False
4386,6477,Sergio Busquets,39.0,64.3,36.9,34.0,65,Successful,53,84.56648272217545,83.31632493095215,False
4387,6478,Gerard Piqué,44.2,28.0,52.8,6.2,65,Successful,53,76.74398999270235,75.2215394684262,False
4388,6479,Óscar Mingueza,57.2,7.9,59.1,2.9,65,Successful,53,70.52836308890204,71.31072850560426,False
4389,6480,Gavi,56.9,5.6,53.4,16.2,65,Successful,53,71.86772571885102,70.7248188403477,False
4390,6481,Nico González,43.9,38.8,36.3,70.0,65,Successful,53,76.1094606471495,88.91394716241092,False
4391,6482,Eric García,36.3,70.0,42.3,94.1,65,Successful,53,88.91394716241092,94.67893113042626,False
4392,6483,Sergiño Dest,43.0,89.0,36.8,62.0,65,Successful,53,91.26883367283708,86.05951429098354,False
4393,6484,Eric García,36.8,62.0,39.6,49.1,65,Successful,53,86.05951429098354,80.91334871329947,False
4394,6485,Sergio Busquets,39.6,42.5,45.5,28.2,65,Successful,53,80.43885876863247,75.4287080626468,False
4395,6486,Gerard Piqué,46.0,25.8,65.1,3.5,65,Successful,53,75.35011612466168,65.92617082767663,False
4396,6487,Óscar Mingueza,76.3,6.2,91.7,49.0,65,Unsuccessful,53,55.246085834201864,29.696632805757623,True
4397,6488,Gavi,96.4,25.9,95.5,100.0,65,Unsuccessful,53,27.491271342009625,64.80933574725172,False
4398,6491,Luuk de Jong,76.8,88.3,73.1,70.0,65,Successful,54,64.80069444072339,55.674141214750684,False
4399,6492,Sergio Busquets,72.7,65.7,75.7,28.6,65,Successful,54,53.8310319425515,45.743305521136094,False
4400,6493,Óscar Mingueza,79.9,17.9,75.7,25.8,65,Successful,54,45.786679285573875,46.52021066160384,False
4401,6494,Gavi,75.7,25.8,79.8,12.9,65,Successful,54,46.52021066160384,48.48143974759826,False
4402,6495,Óscar Mingueza,79.8,12.9,72.4,35.1,65,Successful,54,48.48143974759826,47.85154124999527,False
4403,6496,Sergio Busquets,72.4,35.1,80.7,34.8,65,Unsuccessful,54,47.85154124999527,39.64252766915853,False
4404,6498,Sergio Busquets,70.1,33.0,65.1,43.4,65,Unsuccessful,55,50.38858997828775,55.00518157410264,False
4405,6500,Nico González,67.1,43.6,64.6,40.1,65,Successful,55,53.022353776496956,55.40009025263407,False
4406,6501,Sergio Busquets,64.6,40.1,69.5,58.2,65,Successful,55,55.40009025263407,53.679511920284824,False
4407,6502,Philippe Coutinho,69.8,63.6,74.6,78.4,65,Successful,55,55.47071299343466,59.461920587885494,False
4408,6503,Sergiño Dest,75.6,76.9,95.5,80.2,65,Successful,55,57.7318802742471,47.077489312834004,False
4409,6513,Eric García,51.8,71.8,58.3,70.8,65,Successful,56,75.24945182524588,68.96035092718134,False
4410,6514,Nico González,64.2,62.1,59.4,31.2,65,Successful,56,60.01708090202322,61.23561055464378,False
4411,6515,Óscar Mingueza,59.1,32.2,45.4,43.1,65,Successful,56,61.39747551813511,74.66438240553524,False
4412,6516,Gerard Piqué,45.4,42.8,53.8,21.9,65,Successful,56,74.65252842335616,68.6298040212851,False
4413,6517,Óscar Mingueza,54.4,19.7,65.2,26.1,65,Successful,56,68.66913425986962,56.535387148227784,False
4414,6523,Nico González,31.1,31.5,44.2,30.0,65,Successful,57,89.30543096587128,76.45678517960326,False
4415,6524,Memphis Depay,44.2,30.0,47.1,44.0,65,Successful,57,76.45678517960326,73.00965689550938,False
4416,6528,Gavi,31.2,15.2,25.2,25.5,65,Successful,57,92.19804770167316,95.90250257422899,False
4417,6529,Sergio Busquets,25.2,27.3,27.3,35.5,65,Successful,57,95.6469027203704,92.8091590307767,False
4418,6530,Nico González,28.4,27.0,34.1,8.3,65,Successful,57,92.51789016184924,91.56254692831563,False
4419,6531,Gavi,37.4,11.0,44.8,17.3,65,Successful,57,87.54290376723861,78.55144810886685,False
4420,6532,Nico González,57.7,31.3,58.6,7.3,65,Successful,58,62.904530838406224,69.56471806886016,False
4421,6533,Óscar Mingueza,58.6,7.3,32.1,18.3,65,Successful,58,69.56471806886016,90.53894189794798,False
4422,6534,Gerard Piqué,27.7,28.0,22.4,53.1,65,Successful,58,93.07679624911893,98.47522531073487,False
4423,6535,Marc-André ter Stegen,22.4,53.1,29.3,74.2,65,Successful,58,98.47522531073487,96.93363709260062,False
4424,6536,Eric García,47.5,74.4,53.0,65.2,65,Successful,58,80.24718063583293,71.58240007152597,False
4425,6537,Sergio Busquets,53.8,70.0,70.6,12.2,65,Successful,58,72.68039625648721,56.6850950427006,False
4426,6538,Óscar Mingueza,77.5,12.8,100.0,65.4,65,Unsuccessful,58,50.45879507082982,32.32893440866866,True
4427,6541,Eric García,24.4,73.5,2.2,66.9,65,Successful,59,101.29960513249792,120.83232183484682,False
4428,6542,Marc-André ter Stegen,2.7,58.4,14.9,52.7,65,Successful,59,118.73436739209082,105.86453608267502,False
4429,6543,Gerard Piqué,14.9,52.7,13.3,75.6,65,Successful,59,105.86453608267502,112.48222081733628,False
4430,6544,Eric García,13.3,75.6,32.8,95.4,65,Successful,59,112.48222081733628,103.31021246711285,False
4431,6545,Sergiño Dest,44.3,92.9,45.1,70.0,65,Successful,59,92.35204383228344,80.68463298547005,False
4432,6546,Sergio Busquets,45.1,70.0,54.1,66.0,65,Successful,59,80.68463298547005,70.84356004606205,False
4433,6547,Riqui Puig,54.1,66.0,46.8,66.1,65,Successful,59,70.84356004606205,77.71389837088344,False
4434,6548,Sergio Busquets,46.8,66.1,49.5,73.3,65,Successful,59,77.71389837088344,77.96883992980786,False
4435,6549,Nico González,54.0,75.6,64.4,90.9,65,Successful,59,74.98906586963196,75.38016980612342,False
4436,6550,Sergiño Dest,64.4,90.9,66.6,85.9,65,Successful,59,75.38016980612342,70.41569427336495,False
4437,6551,Memphis Depay,70.9,90.9,65.4,85.0,65,Successful,59,70.72213232079474,70.75422248883808,False
4438,6552,Riqui Puig,64.3,73.6,64.1,62.1,65,Successful,59,65.0495964630066,60.11006571282385,False
4439,6553,Sergio Busquets,64.1,62.1,61.1,68.1,65,Successful,59,60.11006571282385,65.25963530391508,False
4440,6554,Riqui Puig,61.6,67.2,62.0,78.5,65,Successful,59,64.42359816092237,69.61501274868805,False
4441,6555,Nico González,62.9,80.3,73.9,95.6,65,Successful,59,69.88919802086728,72.22582640579475,False
4442,6556,Sergiño Dest,75.0,90.6,71.9,86.3,65,Successful,59,67.7152863096657,66.76301371268376,False
4443,6557,Nico González,70.4,83.3,72.7,73.3,65,Successful,60,65.84109658868084,57.84617532732825,False
4444,6558,Riqui Puig,72.7,73.3,69.5,82.6,65,Successful,60,57.84617532732825,66.06822231602723,False
4445,6559,Luuk de Jong,73.4,69.9,67.2,66.9,65,Successful,60,55.367589797642445,59.25748897818739,False
4446,6560,Sergio Busquets,67.2,66.9,73.8,94.7,65,Successful,60,59.25748897818739,71.59979050248681,False
4447,6561,Sergiño Dest,73.8,94.7,76.0,87.2,65,Successful,60,71.59979050248681,64.5278234562425,False
4448,6562,Riqui Puig,76.0,87.2,68.6,89.0,65,Successful,60,64.5278234562425,71.01380147548785,False
4449,6563,Nico González,68.6,89.0,72.7,71.1,65,Successful,60,71.01380147548785,56.60830327787611,False
4450,6564,Riqui Puig,72.7,71.1,69.4,84.5,65,Successful,60,56.60830327787611,67.38404855750358,False
4451,6565,Nico González,69.4,84.5,72.6,94.8,65,Successful,60,67.38404855750358,72.45550358668416,False
4452,6566,Sergiño Dest,72.6,94.8,69.7,89.6,65,Successful,60,72.45550358668416,70.64170156501045,False
4453,6567,Nico González,68.4,84.4,67.2,76.3,65,Successful,60,68.0729020976776,64.07440986852707,False
4454,6568,Riqui Puig,62.6,69.3,56.8,71.1,65,Successful,60,64.44571358903553,70.43756100263552,False
4455,6569,Eric García,56.8,71.1,64.6,85.0,65,Successful,60,70.43756100263552,71.37338439502501,False
4456,6570,Nico González,74.7,84.4,92.8,94.2,65,Successful,60,63.43067081467766,60.642229510465725,False
4457,6571,Sergiño Dest,92.8,94.2,96.3,6.1,65,Unsuccessful,60,60.642229510465725,41.36302696853798,True
4458,6581,Sergio Busquets,8.2,45.1,1.5,46.4,65,Successful,61,111.9162633400526,118.6727011574271,False
4459,6582,Marc-André ter Stegen,8.0,47.0,9.5,66.3,65,Successful,61,112.21853679316978,113.5867069687294,False
4460,6583,Eric García,9.5,66.3,3.4,52.1,65,Successful,61,113.5867069687294,117.22614896003365,False
4461,6584,Marc-André ter Stegen,10.1,47.9,46.7,58.5,65,Unsuccessful,61,110.18357409341921,75.5985449595427,True
4462,6585,Marc-André ter Stegen,14.6,51.2,36.4,4.7,65,Successful,62,105.99339602069557,90.74717626460891,False
4463,6586,Óscar Mingueza,32.7,7.6,33.2,17.0,65,Successful,62,93.11847292562308,89.79554554653588,False
4464,6587,Riqui Puig,35.7,15.6,43.8,7.9,65,Successful,62,87.76018459415408,82.68524656793375,False
4465,6588,Óscar Mingueza,43.8,7.9,42.5,8.9,65,Successful,62,82.68524656793375,83.50724519465362,False
4466,6589,Riqui Puig,43.1,7.7,51.8,1.7,65,Successful,62,83.4080331862585,78.21847607822592,False
4467,6590,Gavi,45.5,10.0,44.7,19.2,65,Successful,62,80.31344843797955,78.11997183819257,False
4468,6591,Sergio Busquets,45.9,25.5,38.2,67.3,65,Successful,62,75.50536404786087,86.23531759088036,False
4469,6592,Eric García,39.0,69.6,57.9,93.8,65,Successful,62,86.23897030925173,82.16355639819884,False
4470,6593,Sergiño Dest,71.1,83.0,65.7,70.2,65,Successful,62,65.11689488911462,62.133163447550295,False
4471,6594,Nico González,66.0,67.8,65.5,43.7,65,Successful,62,60.735821390675206,54.6254519432105,False
4472,6595,Sergio Busquets,66.7,40.6,100.0,89.9,65,Unsuccessful,62,53.30337700371338,53.758813230948476,False
4473,6604,Memphis Depay,52.1,92.3,48.5,97.2,65,Successful,63,85.70705921917984,91.56467659528974,False
4474,6605,Sergiño Dest,48.5,97.2,44.3,80.2,65,Successful,63,91.56467659528974,85.71190115730721,False
4475,6606,Nico González,44.7,68.4,44.5,76.0,65,Successful,63,80.47763664521965,83.64358911476718,False
4476,6607,Sergio Busquets,61.7,74.1,66.6,64.6,65,Successful,63,67.5403583052385,58.79387723224248,False
4477,6608,Luuk de Jong,66.1,64.5,70.1,47.8,65,Successful,63,59.20692527061341,50.505940244688055,False
4478,6609,Memphis Depay,74.3,46.6,78.3,57.3,65,Successful,63,46.17412695438865,45.146206928157326,False
4479,6610,Luuk de Jong,81.1,49.4,80.3,37.7,65,Successful,63,40.01962018810274,39.7665688738669,False
4480,6611,Gavi,81.2,36.1,91.2,61.5,65,Unsuccessful,63,38.99551256234491,35.94008903717407,False
4481,6612,Riqui Puig,84.6,73.9,87.4,73.3,65,Successful,63,49.013977598232124,46.60096565523079,False
4482,6614,Gerard Piqué,28.8,24.6,38.3,12.2,65,Successful,64,92.49108065105521,86.30023174939915,False
4483,6615,Óscar Mingueza,42.9,3.7,52.6,9.1,65,Successful,64,85.21795585438552,74.14560000431584,False
4484,6616,Luuk de Jong,46.6,9.4,44.5,8.6,65,Unsuccessful,64,79.52307841123859,81.76924849844225,False
4485,6623,Sergiño Dest,13.3,83.0,37.2,75.3,65,Unsuccessful,64,115.03864568048427,90.01072158359803,False
4486,6626,Riqui Puig,41.1,27.0,55.4,51.9,65,Successful,64,79.96380431170094,65.68690889362962,False
4487,6627,Luuk de Jong,55.4,51.9,78.7,63.4,65,Successful,64,65.68690889362962,47.468410548490034,True
4488,6631,Riqui Puig,77.4,43.7,77.5,37.3,65,Successful,64,42.76037885706813,42.585678343781254,False
4489,6632,Gavi,79.2,34.2,84.5,45.1,65,Unsuccessful,65,41.210192913889635,35.86446709488376,False
4490,6635,Marc-André ter Stegen,7.4,77.3,37.6,92.6,65,Successful,65,118.61724157979732,97.75745495868844,False
4491,6636,Sergiño Dest,41.7,92.7,45.8,97.4,65,Successful,65,94.38315527677595,93.81044717940536,False
4492,6637,Sergio Busquets,46.2,93.0,40.9,70.5,65,Successful,65,90.85945190237501,84.77652977092185,False
4493,6638,Nico González,40.8,70.3,46.5,66.6,65,Successful,65,84.79817215011182,78.1652736194277,False
4494,6639,Riqui Puig,46.5,66.6,37.1,39.2,65,Successful,65,78.1652736194277,82.90385998251229,False
4495,6640,Gerard Piqué,37.1,38.6,43.0,62.0,65,Successful,65,82.91182062890671,80.0812087820857,False
4496,6641,Nico González,43.0,62.0,52.5,58.4,65,Successful,65,80.0812087820857,69.96291874986349,False
4497,6642,Riqui Puig,53.6,56.1,54.3,87.5,65,Successful,65,68.32400749370605,81.072436746406,False
4498,6643,Sergio Busquets,61.3,85.6,60.7,70.3,65,Successful,65,74.33068007222859,66.59264223621105,False
4499,6644,Riqui Puig,63.2,70.0,70.5,67.5,65,Successful,65,64.23581555487561,56.625965775428504,False
4500,6645,Luuk de Jong,70.5,67.5,60.5,70.5,65,Successful,65,56.625965775428504,66.86179776224985,False
4501,6646,Riqui Puig,58.8,70.3,56.3,64.5,65,Successful,65,68.29004319811199,68.24910255820218,False
4502,6647,Nico González,56.3,64.5,56.3,90.8,65,Successful,65,68.24910255820218,81.47594737098797,False
4503,6648,Sergio Busquets,57.6,90.0,41.1,60.9,65,Successful,65,79.96099048911287,81.62119822693123,False
4504,6649,Eric García,41.1,60.9,44.8,14.7,65,Successful,65,81.62119822693123,79.34185528458482,False
4505,6650,Óscar Mingueza,46.4,7.4,56.9,17.0,65,Successful,65,80.49670800722225,67.16107503606536,False
4506,6651,Luuk de Jong,56.0,33.0,47.8,29.8,65,Successful,66,64.38167441127949,72.9169390471103,False
4507,6652,Nico González,53.9,26.8,53.6,6.5,65,Successful,66,67.40511850000709,74.37210498567323,False
4508,6653,Óscar Mingueza,53.6,6.5,60.9,3.7,65,Successful,66,74.37210498567323,69.35776813018136,False
4509,6654,Gavi,58.8,4.4,53.2,7.1,65,Successful,66,70.80112993448623,74.46240662240243,False
4510,6655,Óscar Mingueza,53.2,7.3,32.8,31.3,65,Successful,66,74.37425629880275,87.63292760144442,False
4511,6656,Gerard Piqué,34.5,38.0,36.5,72.0,65,Successful,66,85.52338861387568,89.42175350550893,False
4512,6657,Eric García,36.5,72.0,46.9,93.9,65,Successful,66,89.42175350550893,90.8230147044239,False
4513,6658,Sergio Busquets,55.4,89.7,73.9,88.0,65,Successful,66,81.50613473843548,66.55231025291307,False
4514,6659,Luuk de Jong,73.9,88.0,71.4,96.0,65,Successful,66,66.55231025291307,74.14822991818482,False
4515,6660,Sergiño Dest,70.9,95.7,67.5,85.7,65,Successful,66,74.25159930937514,69.6041665419535,False
4516,6661,Sergio Busquets,69.7,70.9,67.7,57.2,65,Successful,66,59.0330415953642,55.05569906921535,False
4517,6662,Nico González,67.3,29.4,66.8,15.6,65,Successful,66,53.75546483847015,58.52862547506135,False
4518,6663,Óscar Mingueza,66.8,15.6,53.4,41.9,65,Successful,66,58.52862547506135,66.62709658990102,False
4519,6664,Gerard Piqué,53.4,41.9,54.3,59.4,65,Successful,66,66.62709658990102,68.50437942204863,False
4520,6665,Eric García,56.4,67.0,69.6,92.1,65,Successful,66,69.0938492197388,72.48841286716105,False
4521,6666,Sergiño Dest,72.3,91.4,76.5,79.7,65,Successful,66,70.12310603502958,58.892614137937535,False
4522,6667,Memphis Depay,76.5,79.7,79.1,93.0,65,Successful,66,58.892614137937535,66.9463217809612,False
4523,6668,Sergiño Dest,78.4,89.3,78.7,82.4,65,Successful,66,64.50620125228271,59.189948471003085,False
4524,6669,Memphis Depay,78.7,82.4,76.9,89.6,65,Successful,66,59.189948471003085,65.70974052604377,False
4525,6670,Sergiño Dest,76.9,89.6,76.4,70.6,65,Successful,66,65.70974052604377,53.26649979114452,False
4526,6671,Riqui Puig,76.1,71.7,80.2,72.1,65,Unsuccessful,66,54.14886887091919,51.13169271596628,False
4527,6672,Eric García,54.7,89.3,23.5,62.3,65,Successful,66,81.8204131008882,99.04312192171649,False
4528,6673,Marc-André ter Stegen,23.5,62.3,52.0,20.9,65,Successful,67,99.04312192171649,70.6315085496551,True
4529,6674,Óscar Mingueza,52.8,15.9,55.6,33.1,65,Successful,67,71.39082574112727,64.76858806551213,False
4530,6675,Nico González,55.6,33.1,71.6,36.7,65,Successful,67,64.76858806551213,48.51236955663988,True
4531,6676,Memphis Depay,99.5,99.5,90.7,54.2,65,Successful,67,62.932503525602726,32.55963759012069,True
4532,6678,Óscar Mingueza,45.5,0.0,55.7,7.4,65,Successful,68,84.55915089450697,72.091955168382,False
4533,6679,Luuk de Jong,55.0,9.3,57.4,4.4,65,Unsuccessful,68,71.88525579004362,72.01472071736445,False
4534,6685,Gavi,73.9,17.1,67.0,28.2,65,Successful,69,51.47445968633376,54.29769792541853,False
4535,6686,Riqui Puig,66.6,29.7,63.4,30.9,65,Successful,69,54.384280817162605,57.32686979070111,False
4536,6687,Sergio Busquets,63.4,30.9,60.7,52.7,65,Successful,69,57.32686979070111,60.64470298385507,False
4537,6688,Nico González,60.7,52.7,66.0,49.6,65,Successful,69,60.64470298385507,54.84669543372691,False
4538,6689,Memphis Depay,65.5,49.6,51.2,34.0,65,Successful,69,55.33904588985972,69.06113233939912,False
4539,6690,Gerard Piqué,51.2,34.0,46.3,54.6,65,Successful,69,69.06113233939912,75.13221679146703,False
4540,6691,Eric García,44.6,53.9,53.1,42.1,65,Successful,69,76.67052888822407,66.93295152613547,False
4541,6692,Riqui Puig,53.1,42.1,54.2,7.1,65,Successful,69,66.93295152613547,73.56663645974308,False
4542,6693,Óscar Mingueza,56.7,9.7,53.6,24.0,65,Successful,69,70.17820174384636,68.30051244317279,False
4543,6694,Riqui Puig,63.7,30.9,54.6,87.8,65,Successful,69,57.030693490435475,81.00617260431454,False
4544,6695,Sergiño Dest,53.0,86.3,45.5,66.3,65,Successful,69,81.4413285746248,79.00594914308668,False
4545,6696,Eric García,46.1,67.6,54.3,92.3,65,Successful,69,78.8858035390399,83.97487719550413,False
4546,6697,Sergiño Dest,53.5,92.4,44.9,69.1,65,Successful,69,84.66410101099521,80.54079711549916,False
4547,6698,Eric García,45.3,68.8,39.1,37.6,65,Successful,69,80.0595403434219,80.93559167634473,False
4548,6699,Gerard Piqué,38.9,34.5,43.8,11.4,65,Successful,69,81.28628420588555,81.39041712634234,False
4549,6700,Óscar Mingueza,43.8,8.3,44.7,7.1,65,Unsuccessful,69,82.5307821361218,82.17359673277055,False
4550,6706,Nico González,38.9,34.5,46.4,12.5,65,Unsuccessful,70,81.28628420588555,78.56977790473891,False
4551,6711,Sergiño Dest,29.7,92.0,59.2,97.7,65,Successful,70,104.20215928664818,83.82082080247127,False
4552,6719,Marc-André ter Stegen,13.5,53.0,29.5,58.7,65,Successful,71,107.2904935210944,92.41179578387167,False
4553,6720,Sergio Busquets,25.2,52.8,35.3,35.7,65,Successful,71,95.66023207163988,84.80907970258845,False
4554,6721,Nico González,36.3,33.9,41.9,34.8,65,Successful,71,83.92198758370776,78.27291996597545,False
4555,6722,Riqui Puig,41.9,34.8,39.3,7.1,65,Successful,71,78.27291996597545,87.14872345594054,False
4556,6723,Óscar Mingueza,40.4,8.0,42.2,17.4,65,Successful,71,85.79137485784919,81.01604779301444,False
4557,6725,Riqui Puig,41.9,7.7,43.6,2.3,65,Successful,71,84.51567901874775,85.19536372362056,False
4558,6726,Gavi,30.3,4.1,3.1,30.7,65,Successful,71,96.61728623802264,117.26934808380236,False
4559,6727,Marc-André ter Stegen,3.1,30.7,4.5,15.0,65,Successful,71,117.26934808380236,118.17465887405811,False
4560,6728,Gerard Piqué,10.1,5.8,44.1,26.7,65,Successful,71,115.09843613186064,77.05647279755284,True
4561,6729,Luuk de Jong,43.8,26.8,22.9,18.3,65,Unsuccessful,71,77.33485630684265,99.49522601612601,False
4562,6731,Sergiño Dest,12.6,67.2,2.3,58.2,65,Successful,72,110.79079384136573,119.09882451141154,False
4563,6732,Marc-André ter Stegen,2.3,58.2,7.8,84.2,65,Successful,72,119.09882451141154,120.59220538658376,False
4564,6733,Sergiño Dest,35.1,88.1,37.6,75.3,65,Successful,72,97.57878867868776,89.64290267500267,False
4565,6734,Riqui Puig,37.6,75.3,34.6,90.9,65,Successful,72,89.64290267500267,99.41815729533515,False
4566,6735,Sergiño Dest,39.9,100.0,30.2,72.7,65,Successful,72,100.08001798560989,95.56845713937209,False
4567,6736,Eric García,30.2,72.7,23.2,31.8,65,Successful,72,95.56845713937209,97.14669320157017,False
4568,6737,Gerard Piqué,23.2,31.8,34.1,15.2,65,Successful,72,97.14669320157017,89.40833294497779,False
4569,6738,Óscar Mingueza,34.1,15.2,40.5,5.6,65,Successful,72,89.40833294497779,86.6233802157362,False
4570,6739,Gavi,40.5,5.6,32.1,12.6,65,Successful,72,86.6233802157362,92.07154826546581,False
4571,6740,Óscar Mingueza,39.6,10.0,36.8,27.4,65,Successful,72,85.8146840581494,84.14867794564572,False
4572,6741,Sergio Busquets,36.4,33.0,36.6,62.7,65,Successful,72,83.89255032480536,86.43407892723796,False
4573,6742,Eric García,38.1,63.0,54.0,67.2,65,Successful,72,85.06826670386555,71.38515251787307,False
4574,6743,Riqui Puig,54.3,44.9,61.6,4.7,65,Successful,73,65.8824711133394,68.23965123005831,False
4575,6744,Gavi,59.1,5.6,47.5,10.9,65,Successful,73,69.94404906780848,78.12208394557841,False
4576,6745,Óscar Mingueza,47.5,11.6,36.3,36.0,65,Successful,73,77.86404818656682,83.79552494017804,False
4577,6746,Gerard Piqué,36.3,37.1,40.0,69.1,65,Successful,73,83.75022388029778,85.12819744362028,False
4578,6747,Eric García,43.4,69.6,63.9,96.6,65,Successful,73,82.1201558693114,79.69171851579058,False
4579,6748,Sergiño Dest,75.4,89.7,73.6,85.0,65,Successful,73,66.77761601015717,64.63714102588388,False
4580,6749,Memphis Depay,74.4,89.6,73.8,94.7,65,Successful,73,67.37596010447642,71.59979050248681,False
4581,6750,Sergiño Dest,73.8,94.7,71.9,82.1,65,Successful,73,71.59979050248681,63.92198369888093,False
4582,6751,Riqui Puig,73.5,67.6,74.4,57.5,65,Successful,73,54.07411580414422,48.842706722703234,False
4583,6752,Nico González,74.8,44.0,80.8,19.7,65,Successful,73,45.376645975655805,44.14442207119718,False
4584,6753,Óscar Mingueza,80.7,20.9,78.1,38.9,65,Successful,73,43.695537529592194,41.914436653735436,False
4585,6754,Riqui Puig,78.1,38.9,76.1,36.6,65,Successful,73,41.914436653735436,44.031466021471516,False
4586,6755,Nico González,77.7,26.4,80.8,15.6,65,Successful,73,44.432533126077786,46.17358552246078,False
4587,6756,Óscar Mingueza,76.7,40.0,85.4,58.1,65,Unsuccessful,73,43.3,39.04830342025118,False
4588,6762,Marc-André ter Stegen,13.8,54.2,13.3,72.7,65,Successful,74,107.14513521387707,111.59829747805296,False
4589,6763,Eric García,13.4,72.4,24.5,72.0,65,Successful,74,111.41507976930232,100.71866758451483,False
4590,6764,Nico González,24.5,72.0,19.7,72.1,65,Successful,74,100.71866758451483,105.31144287303256,False
4591,6765,Eric García,21.3,71.1,23.9,55.2,65,Successful,74,103.48381515966639,97.29465555722986,False
4592,6766,Sergio Busquets,26.1,44.3,43.7,8.0,65,Successful,74,93.99840424177424,82.73868502701744,False
4593,6767,Óscar Mingueza,45.9,6.5,86.0,24.4,65,Successful,74,81.32072306614101,37.4080205303622,True
4594,6768,Gavi,86.0,24.4,90.5,46.4,65,Unsuccessful,74,37.4080205303622,30.186255150316345,False
4595,6769,Riqui Puig,99.5,0.5,95.7,3.8,65,Successful,76,44.50280890011326,43.59965596194539,False
